sep=;
PredictedAppTag;TP;FP;FN;Precission;Recall;FMeasure;
40029_tcp;10;1;1;0,909090909090909;0,909090909090909;0,909090909090909;
27036_udp;17;0;0;1;1;1;
139_tcp;31;0;0;1;1;1;
6992_udp;2;12;13;0,142857142857143;0,133333333333333;0,137931034482759;
3478_udp;21;0;0;1;1;1;
12350_tcp;10;1;0;0,909090909090909;1;0,952380952380952;
6882_udp;4;14;10;0,222222222222222;0,285714285714286;0,25;
40024_udp;9;9;6;0,5;0,6;0,545454545454545;
5351_udp;21;1;1;0,954545454545455;0,954545454545455;0,954545454545455;
53_udp_dns;4386;0;6;1;0,998633879781421;0,999316473000683;
40018_udp;6;4;6;0,6;0,5;0,545454545454545;
137_udp;52;3;0;0,945454545454545;1;0,97196261682243;
6969_tcp;21;1;1;0,954545454545455;0,954545454545455;0,954545454545455;
40025_udp;7;14;5;0,333333333333333;0,583333333333333;0,424242424242424;
40030_udp;7;9;7;0,4375;0,5;0,466666666666667;
11000_udp;10;0;0;1;1;1;
547_udp_dhcpv6c;18;0;0;1;1;1;
138_udp;54;0;0;1;1;1;
5004_udp;10;0;1;1;0,909090909090909;0,952380952380952;
2869_tcp;182;6;4;0,968085106382979;0,978494623655914;0,973262032085562;
40027_udp;11;2;5;0,846153846153846;0,6875;0,758620689655172;
49001_udp;1;11;12;0,0833333333333333;0,0769230769230769;0,08;
67_udp_dhcps;62;0;0;1;1;1;
5938_tcp;25;0;0;1;1;1;
5353_udp;22;0;2;1;0,916666666666667;0,956521739130435;
40028_udp;8;1;13;0,888888888888889;0,380952380952381;0,533333333333333;
465_tcp;10;2;1;0,833333333333333;0,909090909090909;0,869565217391304;
8999_udp;3;10;14;0,230769230769231;0,176470588235294;0,2;
40003_udp;8;15;6;0,347826086956522;0,571428571428571;0,432432432432432;
53_tcp_dns;12;0;0;1;1;1;
40029_udp;3;9;6;0,25;0,333333333333333;0,285714285714286;
40005_udp;3;13;11;0,1875;0,214285714285714;0,2;
27021_udp;2;12;24;0,142857142857143;0,0769230769230769;0,1;
4070_tcp;13;1;2;0,928571428571429;0,866666666666667;0,896551724137931;
51654_udp;157;7;3;0,957317073170732;0,98125;0,969135802469136;
57621_udp;15;0;0;1;1;1;
5005_udp;17;3;0;0,85;1;0,918918918918919;
51413_udp;59;16;9;0,786666666666667;0,867647058823529;0,825174825174825;
5938_udp;15;1;0;0,9375;1;0,967741935483871;
47993_udp;13;5;7;0,722222222222222;0,65;0,684210526315789;
3702_udp;33;1;0;0,970588235294118;1;0,985074626865672;
67_udp_dhcpc;16;0;0;1;1;1;
6892_udp;3;20;12;0,130434782608696;0,2;0,157894736842105;
995_tcp;18;0;1;1;0,947368421052632;0,972972972972973;
6889_udp;27;15;19;0,642857142857143;0,58695652173913;0,613636363636364;
9875_udp;14;0;0;1;1;1;
1024_udp;0;19;14;0;0;0;
8621_udp;1;7;13;0,125;0,0714285714285714;0,0909090909090909;
50321_udp;1;8;17;0,111111111111111;0,0555555555555556;0,0740740740740741;
27020_udp;9;25;45;0,264705882352941;0,166666666666667;0,204545454545455;
27017_udp;16;54;52;0,228571428571429;0,235294117647059;0,231884057971014;
443_tcp_https;11756;7;4;0,999404913712488;0,999659863945578;0,999532372571526;
40036_udp;0;12;17;0;0;0;
40020_udp;6;4;10;0,6;0,375;0,461538461538462;
5355_udp;4466;1;0;0,999776136109246;1;0,99988805552446;
5223_tcp_jabberssl;13;0;4;1;0,764705882352941;0,866666666666667;
22_tcp_ssh;14;0;2;1;0,875;0,933333333333333;
443_udp_https;211;0;2;1;0,990610328638498;0,995283018867925;
5222_tcp_jabber;18;0;2;1;0,9;0,947368421052632;
45776_tcp;15;1;0;0,9375;1;0,967741935483871;
40023_udp;13;8;4;0,619047619047619;0,764705882352941;0,684210526315789;
11888_udp;2;19;9;0,0952380952380952;0,181818181818182;0,125;
27019_udp;259;63;33;0,804347826086957;0,886986301369863;0,843648208469055;
80_tcp_http;2766;35;22;0,987504462691896;0,992109038737446;0,989801395598497;
27018_udp;18;47;47;0,276923076923077;0,276923076923077;0,276923076923077;
43265_udp;8;7;11;0,533333333333333;0,421052631578947;0,470588235294118;
3128_tcp;239;18;29;0,929961089494163;0,891791044776119;0,91047619047619;
1900_udp;1235;1;1;0,999190938511327;0,999190938511327;0,999190938511327;
3800_udp;4;4;13;0,5;0,235294117647059;0,32;
6881_udp;45;60;60;0,428571428571429;0,428571428571429;0,428571428571429;
